StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q102,Q109,Q109_DO,Q110,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q111,Q112,Q113,Q114,Q115,Q104,Q105,Q106,Q107,Q108,Q100,Q6,Q7,Q2,Q4,Q5,Q12,Q13,Q9,Q10,Q11,Q18,Q19,Q15,Q16,Q17,Q24,Q25,Q21,Q22,Q23,Q30,Q31,Q27,Q28,Q29,Q36,Q37,Q33,Q34,Q35,Q42,Q43,Q39,Q40,Q41,Q48,Q49,Q45,Q46,Q47,Q54,Q55,Q51,Q52,Q53,Q60,Q61,Q57,Q58,Q59,rid,age,pid,SUPNAME,SUPPLIER_ID,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,Q98 - Parent Topics,Q98 - Sentiment Polarity,Q98 - Sentiment Score,Q98 - Sentiment,Q98 - Topic Sentiment Label,Q98 - Topic Sentiment Score,Q98 - Topics,rights_DO
2021-05-19 12:42:07,2021-05-19 12:49:42,IP Address,73.120.185.226,100,455,True,2021-05-19 12:49:42,R_2taq7gQJ73kQ42i,,,,,29.125396728515625,-82.007598876953125,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",22,Female,"$25,000 - $49,999",Single,No high school,Black or African American,None,None,No,None,"Virgin Islands "," 1970","Not sure ",Somewhat disagree,Strongly Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Did not vote/not eligible to vote,Asian or Pacific Islander,Filipino,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Vietnamese,No,"Middle income	($41,000 - $120,400)",High school,Black or African American,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Upper income (More than $120,400)",High school,Hispanic,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55bb7-d622-5356-4098-4123b319782f,22,,,,Alex Pham,May Pham,Mary Snyder,Minh Yang,Hung Patel,Robert Meyer,Sam Yang,Latoya Jackson,Guadalupe Torres,Tanisha Carpenter,,,,,,,,Q107|Q108|Q106|Q104|Q105
2021-05-19 12:34:38,2021-05-19 12:49:46,IP Address,72.76.83.228,100,907,True,2021-05-19 12:49:46,R_1oHndSed9Jub7rH,,,,,40.631500244140625,-74.5102996826171875,anonymous,EN,Yes,I understand,I do not understand|I understand,Extremely interested,40,Male,"$100,000 +",Married,Bachelor's degree,White,michigan,1981,Yes,michigan,michigan,2007,2011,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat disagree,Strongly Agree,Joe Biden,White,,No,"Low income (Less than $40,100)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Low income (Less than $40,100)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,60a55a3d-fa8d-20ad-2337-e725afe237fb,40,,,,Peter Tran,Andrew Yang,Tamika Washington,Jorge Lopez,William Olson,Juan Rodriguez,Andy Wang,Mark Larson,Alejandro Gonzalez,David Olson,,,,,,,,Q104|Q107|Q108|Q106|Q105
2021-05-19 12:42:09,2021-05-19 12:49:46,IP Address,100.34.114.156,100,457,True,2021-05-19 12:49:47,R_1pSZ995GWxyKhV4,,,,,40.1425018310546875,-74.86029815673828125,anonymous,EN,Yes,I understand,I understand|I do not understand,Moderately interested,68,Male,"$0 - $24,999",Divorced/Widowed,Some college,White,none,i didnt,No,nowhere,nowherethey did not,,,Somewhat agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Joe Biden,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Asian Indian,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Asian Indian,No,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Asian Indian,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Asian Indian,No,"Low income (Less than $40,100)",High school,60a55c0d-be04-0405-97b6-4d5b0ae50975,68,,,,Alex Chen,Jian Le,Lakisha Wood,Alan Chen,Sam Patel,David Larson,Jenny Chen,John Wagner,Guadalupe Martinez,Andy Chen,,,,,,,,Q105|Q104|Q107|Q106|Q108
2021-05-19 12:43:15,2021-05-19 12:49:54,IP Address,172.58.38.178,100,398,True,2021-05-19 12:49:54,R_2v8s5jfD17XQA1C,,,,,38.6157073974609375,-121.5052947998046875,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",35,Male,"$100,000 +",Married,Bachelor's degree,Asian,India,2010,No,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Did not vote/not eligible to vote,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Korean,Yes,"Upper income (More than $120,400)",Master's degree,Hispanic,,Yes,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,No,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Asian Indian,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55bd0-220e-5eb7-8cb4-16715651bd19,35,,,,Guadalupe Perez,Hong Kim,Guadalupe Garcia,Tanisha Burke,Mary Olson,Salvador Gonzalez,Tanisha Burke,William Olson,Hung Le,Jin Chen,,,,,,,,Q105|Q108|Q104|Q107|Q106
2021-05-19 12:47:54,2021-05-19 12:50:01,IP Address,73.162.125.167,100,127,True,2021-05-19 12:50:02,R_2VF6JR7kNASpcbd,,,,,36.7126007080078125,-121.64369964599609375,anonymous,EN,Yes,I understand,I do not understand|I understand,Extremely interested,33,Female,"$0 - $24,999",Single,High school degree,White,"Monterey ",2021,Yes,"Good ","Yes ","Yes ","Good ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Donald Trump,White,,Yes,"Low income (Less than $40,100)",Bachelor's degree,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",High school,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Low income (Less than $40,100)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",High school,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Low income (Less than $40,100)",High school,60a55d45-058a-8409-e736-040d7f1a8cdc,32,,,,Jermaine Washington,Andrew Patel,Peter Tran,Guadalupe Lopez,Julio Lopez,Alex Li,Thomas Meyer,Young Wang,Vivian Chen,David Meyer,,,,,,,,Q105|Q104|Q106|Q107|Q108
2021-05-19 12:38:00,2021-05-19 12:50:08,IP Address,69.202.160.128,100,727,True,2021-05-19 12:50:09,R_1g8vW61WwMPySzw,,,,,40.660003662109375,-73.83899688720703125,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",22,Female,"$100,000 +",Single,PhD,American indigenous/Alaskan native,Guyana,2003,Yes,Guyana,"Guyana ",1997,1996,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Joe Biden,White,,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Vietnamese,No,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,Black or African American,,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Korean,No,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Korean,No,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Korean,No,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,60a55aec-70b2-31e5-4c53-79273db14274,22,,,,Dan Pham,Andy Wang,Yong Tran,David Ryan,Tanisha Wood,Cindy Chen,Minh Yang,Amy Patel,Thanh Chen,Mark Wagner,,,,,,,,Q104|Q106|Q108|Q105|Q107
2021-05-19 12:44:41,2021-05-19 12:50:14,IP Address,173.172.211.136,100,333,True,2021-05-19 12:50:15,R_UsX5vadgezm4aop,,,,,31.8052978515625,-106.4261016845703125,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",28,Male,"$25,000 - $49,999",Single,High school degree,Hispanic or Latino,Dominican republic,1996,Yes,Dominican republic,None,1973,None,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Joe Biden,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Japanese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55c62-b7ae-99a9-8804-a9448d8d913f,28,,,,Lakisha Weaver,Thanh Le,Darnell Washington,Thanh Pham,Michael Meyer,William Hoffman,Jane Le,Dan Tran,Miguel Martinez,Julio Martinez,,,,,,,,Q106|Q105|Q107|Q104|Q108
2021-05-19 12:44:32,2021-05-19 12:50:15,IP Address,68.80.96.223,100,342,True,2021-05-19 12:50:15,R_2ri1QL5HFqZioPw,,,,,39.7384033203125,-75.6656036376953125,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",68,Male,"$100,000 +",Married,Some college,Native Hawaiin or Pacific Isalnder,New Zealand,1978,No,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Donald Trump,Asian or Pacific Islander,Other Asian,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",High school,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Asian Indian,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Ph.D. degree,60a55ca5-9f12-6a9a-5876-8b449486fc64,68,,,,Alan Kim,Minh Le,Latonya Sullivan,William Larson,Julio Ramirez,Hector Sanchez,Michael Ryan,Tanisha Stone,Alan Patel,Eric Chen,,,,,,,,Q108|Q107|Q106|Q104|Q105
2021-05-19 12:47:02,2021-05-19 12:50:19,IP Address,98.116.208.160,100,196,True,2021-05-19 12:50:20,R_2AM6FnsSP417r1i,,,,,40.7122955322265625,-73.79850006103515625,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",18,Male,"$25,000 - $49,999",Single,High school degree,Asian,Bangladesh,2003,Yes,Bangladesh,Bangladesh,2001,2001,Somewhat agree,Strongly Agree,Strongly disagree,Neither agree nor disagree,Strongly Agree,Joe Biden,Hispanic,,No,"Low income (Less than $40,100)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,Hispanic,,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,White,,Yes,"Upper income (More than $120,400)",Master's degree,Hispanic,,No,"Low income (Less than $40,100)",High school,White,,Yes,"Upper income (More than $120,400)",Master's degree,Hispanic,,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Filipino,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Asian Indian,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55d3e-96a8-1a07-ad51-fee139ba1b9d,18,,,,Javier Rodriguez,James Ryan,Guadalupe Hernandez,Hong Wang,James Hoffman,Javier Gonzalez,Robert Larson,Javier Garcia,Vivian Pham,Sam Patel,,,,,,,,Q105|Q104|Q106|Q107|Q108
2021-05-19 12:40:28,2021-05-19 12:50:27,IP Address,172.58.191.34,100,599,True,2021-05-19 12:50:27,R_XuGBXdZFgAcbFXr,,,,,38.937103271484375,-76.9927978515625,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",25,Male,"$25,000 - $49,999",Single,Master's degree,Black or African American,I didn’t immigrate,"I didn’t immigrate ",Yes,Nigeria,United States,1995,1965 they were born here,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Donald Trump,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Asian Indian,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Filipino,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,60a55b8d-f9b1-28c7-b461-9f357d97c9fa,25,,,,Alex Kim,Ebony Williams,Minh Patel,Alex Pham,Wei Yang,Minh Tran,James Hoffman,Cecilia Wang,Amy Tran,Miguel Lopez,,,,,,,,Q108|Q107|Q105|Q104|Q106
2021-05-19 12:45:51,2021-05-19 12:50:26,IP Address,67.86.145.185,100,275,True,2021-05-19 12:50:28,R_2U3BjYW2tUMEsc0,,,,,40.67529296875,-74.22750091552734375,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",25,Female,"$75,000 - $99,999",Single,Bachelor's degree,Hispanic or Latino,I was born in the United states,1995,Yes,Portugal,"Honduras ",1970,1985,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Joe Biden,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Hispanic,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Ph.D. degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55cad-5928-f09d-365c-de89d0d8626c,25,,,,Alice Li,Jesus Hernandez,Julio Gonzalez,Young Le,Miguel Hernandez,Jane Chen,Lakisha Williams,Ebony Burke,Jermaine Weaver,Mark Larson,,,,,,,,Q108|Q104|Q105|Q107|Q106
2021-05-19 12:40:56,2021-05-19 12:50:37,IP Address,71.89.3.132,100,580,True,2021-05-19 12:50:38,R_30iW6NzoA7Qyb2C,,,,,42.176300048828125,-72.5771026611328125,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",63,Male,"$25,000 - $49,999",Married,High school degree,White,USA born,"born 1958, always have lived in USA",No,Canada,US born,1949,born in US,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Joe Biden,Asian or Pacific Islander,Vietnamese,Yes,"Low income (Less than $40,100)",High school,Hispanic,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Other Asian,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,60a55bd5-5ecc-90bd-197f-2f6f672a541e,63,,,,David Tran,Salvador Rodriguez,Richard Wagner,Minh Wang,Roosevelt Fox,Alan Yang,Thanh Li,Mark Wagner,Miguel Garcia,Jin Wang,,,,,,,,Q105|Q106|Q107|Q104|Q108
2021-05-19 12:42:42,2021-05-19 12:50:44,IP Address,24.221.130.159,100,482,True,2021-05-19 12:50:45,R_2pYRIX4Uk9sGAwI,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,Yes,I understand,I do not understand|I understand,Extremely interested,26,Female,"$50,000 - $74,999",Single,Master's degree,White,fulton,2010,Yes,none,none,none,none,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Joe Biden,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,60a55c21-9165-fe17-cf06-f77a35c06baf,26,,,,Jorge Martinez,Dan Tran,David Le,Cecilia Wang,Jian Yang,Wei Kim,Jesus Sanchez,Latoya Fox,David Schmidt,Ebony Stone,,,,,,,,Q107|Q104|Q105|Q106|Q108
2021-05-19 12:44:07,2021-05-19 12:50:46,IP Address,71.246.125.3,100,399,True,2021-05-19 12:50:46,R_3J7ZxZPT0FPEQSk,,,,,40.854705810546875,-73.9217987060546875,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested,Moderately interested",24,Male,"$25,000 - $49,999",Single,Some college,Black or African American,None,None,No,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Did not vote/not eligible to vote,Black or African American,,Yes,"Upper income (More than $120,400)",High school,Black or African American,,Yes,"Upper income (More than $120,400)",Bachelor's degree,Asian or Pacific Islander,Japanese,Yes,"Upper income (More than $120,400)",High school,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Bachelor's degree,Hispanic,,Yes,"Low income (Less than $40,100)",Bachelor's degree,Hispanic,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Upper income (More than $120,400)",High school,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Upper income (More than $120,400)",Master's degree,60a55c98-12eb-69cc-f99c-c8020bbfb01b,24,,,,Latonya Fox,Tanisha Washington,Minh Nguyen,Jenny Chen,Hector Sanchez,Miguel Hernandez,John Larson,Jennifer Le,Cindy Chen,Peter Kim,,,,,,,,Q104|Q108|Q105|Q107|Q106
2021-05-19 12:44:27,2021-05-19 12:50:52,IP Address,174.53.231.92,100,384,True,2021-05-19 12:50:52,R_3CIop1Q7pA17Cgi,,,,,45.022796630859375,-93.30120086669921875,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",29,Male,"$50,000 - $74,999",Married,Some college,Black or African American,Nigeria,1996,Yes,Nigeria,Congo,1996,1996,Somewhat agree,Strongly Agree,Somewhat agree,Strongly disagree,Somewhat agree,Joe Biden,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,No,"Middle income	($41,000 - $120,400)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,No,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Bachelor's degree,60a55c61-4865-0e74-ed54-067df5d949bf,31,,,,May Le,Jennifer Le,Javier Sanchez,Miguel Torres,William Hoffman,John Ryan,Hector Lopez,Salvador Lopez,Peter Li,Jin Yang,,,,,,,,Q107|Q104|Q108|Q106|Q105
2021-05-19 12:33:03,2021-05-19 12:50:59,IP Address,75.83.134.130,100,1076,True,2021-05-19 12:50:59,R_26bfumfdBJ9Vv8t,,,,,34.006805419921875,-118.2559967041015625,anonymous,EN,Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",22,Male,"$0 - $24,999",Single,High school degree,Hispanic or Latino,"United States ",1998,Yes,"Mexico ","Guatemala ","Not sure ","Not sure ",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Did not vote/not eligible to vote,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Japanese,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a559c3-6896-a528-bc22-c99c7e454059,22,,,,Alice Tran,Juan Perez,Jin Patel,William Ryan,Andrew Yang,Grace Chen,Mary Wagner,Latonya Burke,Hong Pham,Tanisha Washington,,,,,,,,Q107|Q108|Q104|Q106|Q105
2021-05-19 12:45:05,2021-05-19 12:51:05,IP Address,24.146.239.164,100,360,True,2021-05-19 12:51:05,R_x5AscxMRyTX9cUF,,,,,40.5832061767578125,-73.65940093994140625,anonymous,EN,Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",35,Female,"$75,000 - $99,999",Married,Bachelor's degree,White,I didn’t my mom did from russia,She immigrated in 1956,Yes,RussiA,,1956,,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Agree,Other,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Filipino,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Korean,Yes,"Upper income (More than $120,400)",Ph.D. degree,Black or African American,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Filipino,Yes,"Upper income (More than $120,400)",Ph.D. degree,Hispanic,,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Low income (Less than $40,100)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,60a55cdb-f991-7133-ef91-22c34d56cd3c,35,,,,Guadalupe Gonzalez,Young Wang,Grace Nguyen,Grace Le,Darnell Williams,Jenny Nguyen,Miguel Gonzalez,Cindy Tran,Hung Pham,Jermaine Jackson,,,,,,,,Q106|Q107|Q108|Q105|Q104
2021-05-19 12:46:53,2021-05-19 12:51:05,IP Address,172.58.159.170,100,252,True,2021-05-19 12:51:06,R_8unRguKU9QMjoNb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,I understand,I understand|I do not understand,Extremely interested,29,Male,"$50,000 - $74,999",Single,High school degree,Black or African American,Na,1991,No,No,No,No,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Joe Biden,Black or African American,,Yes,"Low income (Less than $40,100)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Filipino,No,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,No,"Upper income (More than $120,400)",Master's degree,60a55d29-bcc7-4d88-e3d7-179a100e6638,29,,,,John Meyer,Ebony Jackson,Young Yang,Sam Wang,Albert Le,Ebony Weaver,Amy Patel,Lakisha Williams,Jin Patel,Julio Gonzalez,,,,,,,,Q108|Q104|Q107|Q105|Q106
